query,url,expert_target_score,label_source,labeler,notes,critical_score,important_score,supporting_score,rank_prior_score,cap_applied,cap_reasons,quality_band,top_positive_factors,top_negative_factors
натяжные потолки Москва,https://www.potolkoff.ru/,72.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=1; page_type=homepage; raw_score=72.0; cap=100.0,0.61457,0.725989,0.9874,1.0,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|commercial_trust:1.000|text_sufficiency:1.000,page_structure:0.175|title_query_fit:0.352
кухни на заказ цена Екатеринбург,https://ekat.steklodom.com/mebel-na-zakaz/kuhni/,69.1,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=7; page_type=content; raw_score=69.1; cap=100.0,0.645732,0.778647,0.88305,0.684211,100.0,,medium,crawl_indexability:1.000|commercial_trust:1.000|offer_and_conversion:1.000|text_sufficiency:1.000,canonical_consistency:0.150|page_structure:0.415|structured_support:0.415|title_query_fit:0.434
кухни на заказ цена Екатеринбург,https://yutnaya-kuhnya.com/,65.5,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=8; page_type=homepage; raw_score=65.5; cap=100.0,0.614113,0.70251,0.5945,0.631579,100.0,,medium,crawl_indexability:1.000|media_and_internal_navigation:1.000|technical_metadata:0.927|offer_and_conversion:0.860,structured_support:0.000|canonical_consistency:0.150|page_structure:0.361|title_query_fit:0.435
кухни на заказ цена Екатеринбург,https://www.vkuskuhni.ru/,78.7,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=9; page_type=homepage; raw_score=78.7; cap=100.0,0.743006,0.821729,0.8802,0.578947,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,title_query_fit:0.409
кухни на заказ цена Екатеринбург,https://vk.com/kuhni_shkafy_zakaz,22.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=10; page_type=content; raw_score=22.0; cap=45.0,0.16244,0.376647,0.1089,0.526316,45.0,critical_intent_alignment_weak|critical_page_not_indexable|critical_query_title_fit_weak|critical_semantic_query_fit_weak|important_commercial_trust_weak|important_extremely_thin_content,blocked,mobile_render_performance:0.582|technical_metadata:0.580|crawl_indexability:0.500,heading_query_fit:0.000|structured_support:0.000|media_and_internal_navigation:0.010|semantic_query_fit:0.010
кухни на заказ цена Новосибирск,https://www.kuhni-nsk.ru/,76.7,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=1; page_type=homepage; raw_score=76.7; cap=100.0,0.68918,0.786067,0.866567,1.0,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.333|page_structure:0.418|title_query_fit:0.426
кухни на заказ цена Новосибирск,https://nsk.nedorogo-kuhni.ru/kuhni,75.4,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=2; page_type=content; raw_score=75.4; cap=100.0,0.770708,0.732888,0.827367,0.947368,100.0,,medium,canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000|crawl_indexability:0.930,structured_support:0.312|page_structure:0.404
кухни на заказ цена Новосибирск,https://novosibirsk.vernokuhni.ru/,73.9,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=3; page_type=homepage; raw_score=73.9; cap=100.0,0.716924,0.739442,0.6282,0.894737,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:0.981,structured_support:0.000|title_query_fit:0.354
кухни на заказ цена Новосибирск,https://lovekuhnya-novosib.ru/,79.1,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=4; page_type=homepage; raw_score=79.1; cap=100.0,0.747063,0.776467,0.9054,0.842105,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,title_query_fit:0.356|page_structure:0.438
кухни на заказ цена Новосибирск,https://alexandr-kuhni.ru/nsk,67.5,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=5; page_type=content; raw_score=67.5; cap=100.0,0.69245,0.685744,0.6874,0.789474,100.0,,medium,canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:0.962|crawl_indexability:0.930,structured_support:0.000|heading_query_fit:0.383|title_query_fit:0.407|page_structure:0.433
кухни на заказ цена Новосибирск,https://feniks-kuhni-nsk.ru/,72.8,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=6; page_type=homepage; raw_score=72.8; cap=100.0,0.701192,0.740201,0.681683,0.736842,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|technical_metadata:0.976,structured_support:0.103|page_structure:0.279|title_query_fit:0.386
кухни на заказ цена Новосибирск,https://promebelnsk.ru/kuhni,67.9,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=7; page_type=content; raw_score=67.9; cap=100.0,0.694941,0.695232,0.737,0.684211,100.0,,medium,canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000|commercial_trust:0.936,structured_support:0.000|page_structure:0.290|title_query_fit:0.386|mobile_render_performance:0.435
кухни на заказ цена Новосибирск,https://kuxni-nsk.ru/,72.6,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=8; page_type=homepage; raw_score=72.6; cap=100.0,0.68349,0.745948,0.8,0.631579,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.000|title_query_fit:0.391|page_structure:0.392
кухни на заказ цена Новосибирск,http://mebelin-nsk.ru/kukhni,13.9,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=9; page_type=content; raw_score=13.9; cap=35.0,0.106286,0.229167,0.03,0.578947,35.0,critical_http_status_not_ok|critical_intent_alignment_weak|critical_page_not_indexable|critical_query_title_fit_weak|critical_semantic_query_fit_weak|important_commercial_trust_weak|important_extremely_thin_content,blocked,mobile_render_performance:0.520|page_structure:0.380|technical_metadata:0.340,commercial_trust:0.000|offer_and_conversion:0.000|media_and_internal_navigation:0.000|secondary_commercial_details:0.000
кухни на заказ цена Новосибирск,https://www.kuhni-nsk.ru/catalog/kuhni/na-zakaz/,76.3,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=10; page_type=product; raw_score=76.3; cap=100.0,0.712423,0.781833,0.803567,0.526316,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.333|title_query_fit:0.413
кухни на заказ цена Казань,https://kuhni-sova.ru/,65.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=1; page_type=homepage; raw_score=65.0; cap=78.0,0.56387,0.667756,0.746,1.0,78.0,critical_query_title_fit_weak,medium,canonical_consistency:1.000|text_sufficiency:1.000|crawl_indexability:0.930|media_and_internal_navigation:0.905,heading_query_fit:0.000|structured_support:0.000|page_structure:0.265|title_query_fit:0.285
кухни на заказ цена Казань,https://kuhni-na-zakaz.net/,78.1,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=2; page_type=homepage; raw_score=78.1; cap=100.0,0.695348,0.791261,0.9874,0.947368,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,page_structure:0.440
кухни на заказ цена Казань,https://kuhni-express.ru/kazan/catalog,67.9,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=3; page_type=product; raw_score=67.9; cap=82.0,0.597757,0.712081,0.6155,0.894737,82.0,important_canonical_points_elsewhere,medium,crawl_indexability:1.000|media_and_internal_navigation:1.000|technical_metadata:0.947|text_sufficiency:0.850,structured_support:0.000|canonical_consistency:0.250|title_query_fit:0.411
кухни на заказ цена Казань,https://bigmebel-kzn.ru/kuhni/,75.1,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=4; page_type=content; raw_score=75.1; cap=100.0,0.751113,0.742361,0.9306,0.842105,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,page_structure:0.395|title_query_fit:0.401
кухни на заказ цена Казань,https://www.kukhni-kazan.ru/,62.8,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=5; page_type=homepage; raw_score=62.8; cap=100.0,0.584085,0.640408,0.598,0.789474,100.0,,low,text_sufficiency:1.000|crawl_indexability:0.920|commercial_trust:0.904|technical_metadata:0.806,structured_support:0.000|canonical_consistency:0.150|page_structure:0.280|mobile_render_performance:0.296
кухни на заказ цена Казань,https://kuhni-kazanzakazz.ru/,66.2,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=6; page_type=homepage; raw_score=66.2; cap=100.0,0.686982,0.629008,0.435083,0.736842,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|technical_metadata:0.840,structured_support:0.103|media_and_internal_navigation:0.297|secondary_commercial_details:0.300|title_query_fit:0.447
кухни на заказ цена Казань,https://kuhdela.ru/,71.3,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=7; page_type=homepage; raw_score=71.3; cap=100.0,0.676153,0.735938,0.716,0.684211,100.0,,medium,canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000|crawl_indexability:0.930,structured_support:0.000|title_query_fit:0.380
кухни на заказ цена Казань,https://olan.biz/,71.4,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=8; page_type=homepage; raw_score=71.4; cap=78.0,0.660968,0.744175,0.8032,0.631579,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,title_query_fit:0.349|page_structure:0.367
кухни на заказ цена Казань,https://kuhni-mebelyer.ru/,78.6,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=9; page_type=homepage; raw_score=78.6; cap=100.0,0.766866,0.812995,0.761883,0.578947,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.124
кухни на заказ цена Казань,https://kuhni.shell-wood.ru/,73.4,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=10; page_type=homepage; raw_score=73.4; cap=100.0,0.742585,0.769968,0.53595,0.526316,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|technical_metadata:0.942|offer_and_conversion:0.860,structured_support:0.000|title_query_fit:0.417
кухни на заказ цена Краснодар,https://kuxni-krd.ru/,76.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=1; page_type=homepage; raw_score=76.0; cap=100.0,0.699376,0.779883,0.765,1.0,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.000|title_query_fit:0.390|page_structure:0.404
кухни на заказ цена Краснодар,https://kuhni-kook.ru/,58.1,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=2; page_type=homepage; raw_score=58.1; cap=82.0,0.52712,0.600177,0.4818,0.947368,82.0,important_canonical_points_elsewhere,low,crawl_indexability:0.930|text_sufficiency:0.850|technical_metadata:0.818,heading_query_fit:0.000|structured_support:0.000|canonical_consistency:0.250|page_structure:0.278
кухни на заказ цена Краснодар,https://kuhnidar.ru/,76.4,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=3; page_type=homepage; raw_score=76.4; cap=100.0,0.765652,0.701177,0.732483,0.894737,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.187|title_query_fit:0.391
кухни на заказ цена Краснодар,https://www.giuseppe23.ru/,74.1,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=4; page_type=homepage; raw_score=74.1; cap=100.0,0.744241,0.692061,0.674,0.842105,100.0,,medium,canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000|crawl_indexability:0.930,structured_support:0.000|mobile_render_performance:0.439
кухни на заказ цена Краснодар,https://kukhni-vkrasnodare.ru/,60.4,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=5; page_type=homepage; raw_score=60.4; cap=100.0,0.598371,0.61069,0.375083,0.789474,100.0,,low,crawl_indexability:1.000|technical_metadata:0.930|offer_and_conversion:0.860,structured_support:0.103|canonical_consistency:0.150|media_and_internal_navigation:0.297|page_structure:0.304
кухни на заказ цена Краснодар,https://кухни-розмарин.рф/,72.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=6; page_type=homepage; raw_score=72.0; cap=100.0,0.682365,0.764613,0.6387,0.736842,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|technical_metadata:0.967|offer_and_conversion:0.860,structured_support:0.000|heading_query_fit:0.379|title_query_fit:0.422
кухни на заказ цена Краснодар,https://novaya-mebel.pro/katalog-mebeli/kuhni/,68.3,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=7; page_type=content; raw_score=68.3; cap=78.0,0.680281,0.736837,0.737,0.684211,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.000|page_structure:0.329|title_query_fit:0.339
кухни на заказ цена Краснодар,http://kuhnya-krasnodar.ru/,72.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=8; page_type=homepage; raw_score=72.0; cap=100.0,0.74762,0.695641,0.53275,0.631579,100.0,,medium,canonical_consistency:1.000|text_sufficiency:1.000|crawl_indexability:0.930|technical_metadata:0.812,structured_support:0.000|title_query_fit:0.405|secondary_commercial_details:0.420
кухни на заказ цена Краснодар,https://www.kukhni-krasnodar.ru/,55.9,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=9; page_type=homepage; raw_score=55.9; cap=100.0,0.518766,0.610794,0.464183,0.578947,100.0,,low,crawl_indexability:1.000|technical_metadata:0.950|text_sufficiency:0.850,structured_support:0.103|canonical_consistency:0.150|heading_query_fit:0.227|secondary_commercial_details:0.360
кухни на заказ цена Краснодар,https://krasnodarkuhni.ru/,70.5,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=10; page_type=homepage; raw_score=70.5; cap=100.0,0.704972,0.693971,0.6762,0.526316,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|technical_metadata:0.956|text_sufficiency:0.850,page_structure:0.384|title_query_fit:0.412
